Name,Address,Phone,Province,Service
Phụ Tùng Ô Tô ý Tất Đạt - Công Ty TNHH Thương Mại Linh Phụ Kiện Ô Tô & Ô Tô ý Tất Đạt,"Quốc Lộ 3, Phố Lộc Hà, Mai Lâm, Đông Anh, Hà Nội",(024) 2216.1638                               ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Phụ Kiện Xe Hơi SKYAUTO - Công Ty TNHH SKYAUTO Việt Nam,"Số 4, Ngõ 8, Đại Lộ Thăng Long, Mễ Trì Thượng, Nam Từ Liêm, Hà Nội",0988 470 212                            ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Phụ Tùng Ô Tô Hương Auto Part - Công Ty TNHH MTV Hương Auto Part,"Q. 12, Tp. Hồ Chí Minh (TPHCM)","(0297) 3868 336, 0856 467 727                  ",Tp Hcm,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Phụ Tùng Ô Tô Minh Thành - Công Ty TNHH Đầu Tư Thương Mại Phát Triển Minh Thành,"155 Văn Cao, Ngô Quyền, Tp. Hải Phòng",096 200 5555 - 098 902 5881             ,Hải Phòng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Phụ Tùng Ô Tô Đắc Yến - Công Ty TNHH Đắc Yến,"Số 403 Tô Ngọc Vân, P. Thạnh Xuân, Q. 12, Tp. Hồ Chí Minh (TPHCM)","(028) 2215 6122, 2215 6121                    ",Tp Hcm,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Thiết Bị Ô Tô Hoàn Xa - Công Ty TNHH Hoàn Xa,"Số 3-5, Nguyễn Văn Linh, P. Gia Thụy, Q. Long Biên, Hà Nội",(024) 73036866                                ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Phụ Tùng Ô Tô á Âu,"928 Quốc Lộ 1A, KP. 4, P. Linh Trung, TP. Thủ Đức, Tp. Hồ Chí Minh (TPHCM)",0902939364                              ,Tp Hcm,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH LEGE Việt Nam,"Lô G11, KCN Quế Võ, P. Vân Dương, TP. Bắc Ninh, Bắc Ninh",(0222) 363 4246                                ,Bắc Ninh,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty CP SX Phụ Tùng Ô Tô Và Thiết Bị Công Nghiệp JAT,"Lô II, 8.2 Khu Công Nghiệp Quế Võ II, X. Ngọc Xá, H. Quế Võ, Bắc Ninh",(0222) 3623068                                 ,Bắc Ninh,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công ty TNHH Maruei Việt Nam Precision,"Số 9, Đại Lộ Độc Lập, KCN Việt Nam - Singapore, P. Bình Hòa, TP. Thuận An, Bình Dương",(0274) 3782133                                 ,Bình Dương,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty CP Innotek,"Lô II-4.1, KCN Quế Võ 2, X. Ngọc Xá, H. Quế Võ , Bắc Ninh",(0222) 3623318                                 ,Bắc Ninh,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Phụ Tùng Xe Máy Mai Văn Đáng - Công Ty TNHH Mai Văn Đáng,"Khu Công Nghiệp Hòa Xá, Phường Mỹ Xá, Thành Phố Nam Định, Nam Định","(0228) 3671811, 0913006915, 0913913956         ",Nam Định,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty Hữu Hạn Công Nghiệp Kaifa Việt Nam,"Khu Công Nghiệp Hố Nai, X. Hố Nai 3, H. Trảng Bom, Đồng Nai",(0251) 3671704                                 ,Đồng Nai,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
FUTU1 - Công ty cổ phần phụ tùng máy số 1,"Đường 3/2, Tổ 10, P. Mỏ Chè, TP. Sông Công, Thái Nguyên",(0208) 3862205                                 ,Thái Nguyên,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH APM Springs (Việt Nam),"25 Đại Lộ Tự Do, KCN Việt Nam - Singapore, P. Bình Hòa, TP. Thuận An, Bình Dương",0974353432                              ,Bình Dương,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Thiết Bị Ô Tô Hoàn Xa - Công Ty TNHH Hoàn Xa,"Số 3-5, Nguyễn Văn Linh, P. Gia Thụy, Q. Long Biên, Hà Nội",(024) 73036866                                ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH APM Springs (Việt Nam),"25 Đại Lộ Tự Do, KCN Việt Nam - Singapore, P. Bình Hòa, TP. Thuận An, Bình Dương",0974353432                              ,Bình Dương,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Một Thành Viên Thương Mại Thiên Tường,"Số 54 Ngõ 381 Nguyễn Khang, P. Yên Hòa, Q. Cầu Giấy, Hà Nội",(024) 66841259                                ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Việt Nam SUZUKI,"Đường Số 2, KCN Long Bình, P. Long Bình, TP. Biên Hòa, Đồng Nai",(0251) 3838707                                 ,Đồng Nai,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Đại Lý Thanh Xuân Ford - Công Ty TNHH MTV Kinh Doanh Ô Tô Thanh Xuân,"Số 88 Nguyễn Xiển, Q. Thanh Xuân, Hà Nội",0935580000                              ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty Cổ Phần Ô Tô TTC,"Số 90 Lạc Nghiệp, P. Thanh Nhàn, Q. Hai Bà Trưng, Hà Nội",(024) 39729188                                ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH MTV Gia Khoa,"4B QL 1A, KP. 1, KBT. Thạnh Xuân, P. Thạnh Xuân, Q. 12, Tp. Hồ Chí Minh (TPHCM)",0901189156                              ,Tp Hcm,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty CP Vật Tư Thiết Bị Và Phụ Tùng TDN,"Ngõ 58 Ngách 45, Phố Trần Bình, P. Mai Dịch, Q. Cầu Giấy, Hà Nội",0976389396                              ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Phụ Tùng Hồng Phát - Công Ty CP Đầu Tư Phát Triển Kỹ Thuật Công Nghệ Và TM Hồng Phát,"Số 6 BT1 KĐT Resco Phạm Văn Đồng, P. Xuân Đỉnh, Q. Bắc Từ Liêm, Hà Nội",(024) 36452704                                ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty Cổ Phần Thương Mại Và Kỹ Thuật Giang Vinh,"P604-CT4, KĐT Mỹ Đình II, Lê Đức Thọ, P. Mỹ Đình 2, Q. Nam Từ Liêm, Hà Nội",(024) 22111535                                ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Du Lịch Và Thương Mại Đặng Gia,"138 Dương Đình Nghệ, Cầu Giấy, Hà Nội",0983092899                              ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Công Nghiệp Kao Minh,"Đường Số 2, KCN Hố Nai 3, H. Trảng Bom, Đồng Nai",(0251) 6278666                                 ,Đồng Nai,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty Cổ Phần Thiết Bị TEARU Việt Nam,"16/2A, Tân Thới Nhất 8, P. Tân Thới Nhất, Q.12 Tp. Hồ Chí Minh (TPHCM)",0983 690 096                            ,Tp Hcm,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH MTV Kinh Doanh Ô Tô Thăng Long,"Số 105 Láng Hạ, P. Láng Hạ, Q. Đống Đa, Hà Nội",(024) 35627653                                ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH XNK Quốc Tế Duy Tân,"Số 14 - 279 Trần Khát Chân, Hai Bà Trưng, Hà Nội",(024) 37866666                                ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty CP Truyền Thông Dữ Liệu Và Thanh Toán An Du,"Số 11 Phạm Hùng, P. Mỹ Đình 2, Q. Nam Từ Liêm, Hà Nội",(024) 37686762                                ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty Cổ Phần Đầu Tư Thương Mại Ford An Đô,"168 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",0237 505 055                            ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Xuất Nhập Khẩu Thiết Bị Và Phụ Tùng DC Việt Nam,"Số 2, TDP Nhang, P. Xuân Đỉnh, Q. Bắc Từ Liêm, Hà Nội",(024) 37502743                                ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty Cổ Phần Thiết Bị Phụ Tùng & Vận Tải Việt Phong,"762 Đường Trần Hưng Đạo, P. Đông Hải 1, Q. Hải An, Tp. Hải Phòng",(0225) 3262599                                 ,Hải Phòng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty Cổ Phần Xuất Nhập Khẩu Quốc Tế Nội Bài,"Thôn Mai Nội, X. Mai Đình, H. Sóc Sơn, Hà Nội",0969129158                              ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Sản Xuất Và Thương Mại Khang Thịnh,"VPGD: Tòa nhà An Huy, Lô 1+2 GD1, KCN Ngọc Hồi, K14 Đường Ngọc Hồi, H. Thanh Trì, Hà Nội","(024) 38235235, 36811428                      ",Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Cửa Hàng Phụ Tùng Điện Lạnh Gia Nguyễn,"18 Tam Trinh, Q. Hai Bà Trưng, Hà Nội",0987667665                              ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty Cổ Phần Thương Mại ánh Dương,"Số 11 Trần ích Phát, P. Hải Tân, TP Hải Dương, Hải Dương","(0220) 3843557, Hotline : 0963.255.233         ",Hải Dương,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty Cổ Phần TECHNOKOM,"Đường E3, Khu E , KCN Phố Nối A, H. Văn Lâm, Hưng Yên",(0221) 3791750                                 ,Hưng Yên,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Công Nghiệp Dezen,"Lô 5, CN 17, KCN Khai Quang, TP. Vĩnh Yên, Vĩnh Phúc",(0211) 3844222                                 ,Vĩnh Phúc,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Toyota Hải Dương,"Số 1 Ngô Quyền, P. Cẩm Thượng, TP. Hải Dương, Hải Dương",0909983555                              ,Hải Dương,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Thắng Long,"Số 234, Đường ĐT 852, Khóm Tân Hòa, P. An Hòa, TP. Sa Đéc, Đồng Tháp",(0277) 3762890                                 ,Đồng Tháp,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Kỹ Thương Hà Thành,"Số 23, Ngõ 62, Trần Bình, Q. Nam Từ Liêm, Hà Nội",(024) 39133888                                ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty CP Đầu Tư Và TM Tây Ô Tô - Chi Nhánh Western Ford An Giang,"Số 26/2A Trần Hưng Đạo, P. Mỹ Thới, TP. Long Xuyên, An Giang","(0396) 3933121, 0939085008                     ",An Giang,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Phụ Tùng Xe SAV - Công Ty TNHH Đầu Tư Liên Hiệp SAV,"Số 18, Ngách 445/50A Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội","(024) 22828080, 0904481072, 0903898380        ",Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH ZF Automative Việt Nam,"Nhà xưởng Supplier Park thuộc Tổ hợp sản xuất ô tô Vinfast, khu kinh tế Đình Vũ - Cát Hải, đảo Cái Hải, Thị Trấn Cát Hải, Huyện Cát Hải, Tp. Hải Phòng",(0225) 7300011                                 ,Hải Phòng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Du Lịch Và Thương Mại Đặng Gia,"Km 8+900, Đường Gom Đại Lộ Thăng Long, H. Thạch Thất, Hà Nội",0919958888                              ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Thương Mại Dịch Vụ Ô Tô Tây Sài Gòn,"63 Võ Văn Kiệt, P. 10, Q. 5, Tp. Hồ Chí Minh (TPHCM)",0901030030                              ,Tp Hcm,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Toyota Thanh Xuân,"Số 315 Trường Chinh, P. Khương Mai, Q. Thanh Xuân, Hà Nội",0936088246                              ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Jaan-E (Thuộc tập đoàn Elig),"KCN Hố Nai 3, Trảng Bom, Đồng Nai",(0251) 6278569                                 ,Đồng Nai,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Phụ Tùng Ô Tô EUCARTECH - Công Ty EUCARTECH,"Số 82 Kiên Thành, Xã Trâu Quỳ, Huyện Gia Lâm, Hà Nội","0848076888, 0868713877                  ",Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Máy Lạnh Ô Tô Toàn Phát - Công Ty TNHH Đầu Tư Và Phát Triển Thương Mại Dịch Vụ Toàn Phát,"Số 27/785 Trương Định, P. Thịnh Liệt, Q. Hoàng Mai, Hà Nội",(024) 38215773                                ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Phụ Tùng Ô Tô Auto Đức Phát - Auto Đức Phát,"29/3 KP. 2, P. An Phú, TP. Thuận An, Bình Dương",0967 660 139                            ,Bình Dương,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Phụ Tùng Ô Tô Gia Khoa - Công Ty TNHH Gia Khoa,"Số 2A/436 Đường Bạch Đằng, P. Chương Dương, Q. Hoàn Kiếm, Hà Nội",Hotline: 0983 380 969                   ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Cửa Hàng Long Phát,"16 Cống Quỳnh, P. Nguyễn Cư Trinh, Q. 1, Tp. Hồ Chí Minh (TPHCM)",(028) 38375216                                ,Tp Hcm,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty cổ phần HC-HITECK,"số 46, ngách 3 ngõ 121 Thái Hà, Trung Liệt , Đống &#272a Hà Nội",(024) 37920574                                ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty Cổ Phần Thương Mại Dịch Vụ Ngọc An,"327 Quốc Lộ 13, P. Hiệp Bình Phước, Q. Thủ Đức, Tp. Hồ Chí Minh (TPHCM)",(028) 37262639                                ,Tp Hcm,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty Cổ Phần Kent Việt Nam,"Số 779, Tầng 2, Tòa CT3, KĐT Mỹ Đình, Hà Nội",0902162698                              ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Toyota An Thành Fukushima,"C4/4B, KP. 3, Đường Bùi Thanh Khiết, TT. Tân Túc, Q. Bình Chánh, Tp. Hồ Chí Minh (TPHCM)",(028) 36364040                                ,Tp Hcm,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Phụ Tùng Alpha - Công Ty TNHH Công Nghiệp Nặng Alpha,"Số 6A, Ngõ 105/46, Doãn Kế Thiện, P. Mai Dịch, Q. Cầu Giấy, Hà Nội",0913322917                              ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Công Nghiệp Kao Minh,"Đường Số 2, KCN Hố Nai 3, H. Trảng Bom, Đồng Nai",(0251) 6278666                                 ,Đồng Nai,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Kia Giải Phóng - Công Ty Cổ Phần Xây Dựng Và Vật Tư Thiết Bị,"Km 10 Đường Giải Phóng, X. Tứ Hiệp, H.Thanh Trì, Hà Nội",(024) 0915557229                              ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty Cổ Phần Thiết Bị Phụ Tùng & Vận Tải Việt Phong,"762 Đường Trần Hưng Đạo, P. Đông Hải 1, Q. Hải An, Tp. Hải Phòng",(0225) 3262599                                 ,Hải Phòng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH Xuất Nhập Khẩu Thiết Bị Và Phụ Tùng DC Việt Nam,"Số 2, TDP Nhang, P. Xuân Đỉnh, Q. Bắc Từ Liêm, Hà Nội",(024) 37502743                                ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công ty TNHH Sản xuất Phần cứng Cangzhou Xinlida,"Khu phát triển công nghiệp, Huyện Nanpi, Tỉnh Hà Bắc",(+86) 3178566585                              ,Tỉnh Hà Bắc,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Ô Tô Việt - Công Ty Cổ Phần Ô Tô Việt,"336 Lê Trọng Tấn, P. Tây Thạnh, Q. Tân Phú, Tp. Hồ Chí Minh (TPHCM)",(028) 38127979                                ,Tp Hcm,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công ty TNHH Thương Mại Xe Tải Hạng Nặng Jinan Huawo,"Số 10, Khu Vực 1, Khu Công Nghiệp Tianqiao, Tế Nam ",+86 15264102339                         ,,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
MTC AUTO - Công Ty Cổ Phần MTC Auto Việt Nam,"Km 12+300, Quốc lộ 1A, Xã Vĩnh Quỳnh, Huyện Thanh Trì, Hà Nội Hà Nội",(024) 37623963                                ,Hà Nội,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
Công Ty TNHH TM Và Đầu Tư Đức Hùng,"Đường Quang Trung, TK Diêm Hải, P. Phú Hải, TP. Đồng Hới, Quảng Bình",0943112255                              ,Quảng Bình,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi"
