Name,Address,Phone,Province,Service
Công Ty Cổ Phần Phúc Thịnh - Hãng Taxi Quê Lụa,"Số 2, Ngõ 1 Ngô Thị Nhậm, Hà Đông, Hà Nội",(024) 33533533                                ,Hà Nội,Taxi
Taxi Nhanh Phan Thiết,"Số 13 Đặng Văn Ngữ, Phú Trinh, TP. Phan Thiết, Bình Thuận",849825582,Bình Thuận,Taxi
Danang Private Taxi,"78 Nguyễn Phúc Thái, TP. Huế Tp. Đà Nẵng",935753336,Đà Nẵng,Taxi
Công Ty Dịch Vụ Xe Du Lịch Khánh Huyền,"15 Đông Hưng Thuận 31, P. Đông Hưng Thuận, Q. 12, Tp. Hồ Chí Minh (TPHCM)",949557902,Tp Hcm,Taxi
Công Ty TNHH Hương Hồi CN TP Lạng Sơn - TAXI 81,69 Bến Bắc Lạng Sơn,(0205) 3818181                                 ,Lạng Sơn,Taxi
Công Ty Taxi Quảng Ngãi,"135 Phạm văn Đồng, TT. Châu Ô, H. Bình Sơn, Quảng Ngãi",366178899,Quảng Ngãi,Taxi
Công Ty Cổ Phần Thương Mại Và Du Lịch Phú Đông - Hãng Taxi Tuấn Linh,"140 Tổ 20 Nguyễn Khoái, P. Thanh Lương, Q. Hai Bà Trưng, Hà Nội",(024) 32727272                                ,Hà Nội,Taxi
Công Ty Cổ Phần Dịch Vụ Vận Tải Dầu Khí Cửu Long,"18 Nguyễn Cửu Vân, P. 17, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 62582330                                ,Tp Hcm,Taxi
Công Ty TNHH Thương Mại Vận Tải Ngân Sen,"235/13 Đại Lộ Bình Dương, P. Tân Định, H. Bến Cát, Bình Dương",(0274) 3515151                                 ,Bình Dương,Taxi
Công Ty TNHH Nội Bài 365,"AH14, X. Phú Minh, H. Sóc Sơn, Hà Nội",854546546,Hà Nội,Taxi
Chi Nhánh Công Ty CP ánh Dương Việt Nam - Taxi Vinasun Bình Dương,"59 Thích Quảng Đức, P. Phú Hòa, Tp. Thủ Dầu Một, Bình Dương",(0274) 38272727                                ,Bình Dương,Taxi
Tân Minh - Công Ty TNHH Dịch Vụ & Thương Mại Vận Tải Tân Minh,"80 Bàu Cát 2, P. 12, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM)",(028) 38491491                                ,Tp Hcm,Taxi
Công Ty TNHH Bình Dương,"Số Nhà 166, Đường Trần Hưng Đạo, Tổ 8, P. Hồng Hà, TP. Yên Bái, Yên Bái",(0216) 3862063                                 ,Yên Bái,Taxi
Công Ty Cổ Phần Công Nghệ DiDi Việt Nam,"Lô 1, A.I.2-N02, Khu Đô Thị Mỹ Đình 1, P. Cầu Diễn, Q. Nam Từ Liêm, Hà Nội",(024) 39919919                                ,Hà Nội,Taxi
Công Ty TNHH Dona Taxi,"Số 04 Thành Thái, Khu phố Tân Lập, Phường Phước Tân, Thành phố Biên Hoà, Đồng Nai",328287778,Đồng Nai,Taxi
Công Ty Cổ Phần Tập Đoàn Mai Linh Bắc Trung Bộ,"92 Đường 2 Tháng 9, P. Bình Thuận, Q. Hải Châu, Tp. Đà Nẵng",(0236) 3522666                                 ,Đà Nẵng,Taxi
Xuân Trường - Công Ty TNHH Xuân Trường,"181 Tô Hiệu, Q. Lê Chân, Tp. Hải Phòng",(0225) 3848484                                 ,Hải Phòng,Taxi
CN Công ty Cổ phần Suntaxi tại Bình Định,"Lô 18 simona Home, Đường Hoàng Văn Thụ, P Ngô Mây, TP. Quy Nhơn, Tỉnh Bình Định Bình Định",2563686868,Bình Định,Taxi
Công Ty Cổ Phần Dịch Vụ Thương Mại Và Vận Tải An Hải,"Số 617 Nguyễn Bỉnh Khiêm, P. Đông Hải 1, Q. Hải An, Hải Phòng","(0225) 3686694, 3262935, 3759881               ",Hải Phòng,Taxi
Taxi Nội Bài Giá Rẻ,"Số 34, ngõ 262a, đường nguyễn trãi, Q. Thanh xuân Hà Nội",947471983,Hà Nội,Taxi
Diêu Trì Taxi - Công Ty TNHH Diêu Trì Taxi,"Thôn Vân Hội 1, TT. Diêu Trì,H. Tuy Phước, Bình Định",(0256) 3733666                                 ,Bình Định,Taxi
Sao Mai - Công Ty Cổ Phần Vận Tải Sao Mai,"22 Trung Hòa, P. Trung Hòa, Q. Cầu Giấy, Hà Nội",(024) 37832188                                ,Hà Nội,Taxi
Đại Phúc - Công Ty Cổ Phần Đại Phúc,"69 Khuất Duy Tiến, Q. Thanh Xuân, Hà Nội",(024) 38838383                                ,Hà Nội,Taxi
Công Ty Taxi Tải Giải Phóng,"Ngõ 349,Minh Khai, Q. Hai Bà Trưng, Hà Nội",(024) 38757575                                ,Hà Nội,Taxi
Toàn Quốc - Công Ty TNHH Một Thành Viên Toàn Quốc,"19 Nguyễn Tri Phương, Q. Hải Châu, Tp. Đà Nẵng",(0236) 2242424                                 ,Đà Nẵng,Taxi
Mai Linh Vũng Tàu - Công Ty Cổ Phần Mai Linh Vũng Tàu,"186 P. Thắng Tam,Xô Viết Nghệ Tĩnh, Tp. Vũng Tàu, Bà Rịa-Vũng Tàu",(0254) 3565656                                 ,Bà Rịa-Vũng Tàu,Taxi
Linh Trang - Công Ty TNHH Thương Mại & Dịch Vụ Linh Trang,"1 Ngõ 133,Nguyễn Văn Cừ, Q. Long Biên, Hà Nội",(024) 36502636                                ,Hà Nội,Taxi
Tam Gia - Cty Cổ Phần Taxi,"42 Tp Lạng Sơn,Lê Đại Hành, P. Vĩnh Trại, Lạng Sơn",(0205) 3718718                                 ,Lạng Sơn,Taxi
Quyết Tiến - Công Ty TNHH Taxi Du Lịch Quyết Tiến,"1 Trường Chinh, Tp. Buôn Ma Thuột, Đắk Lắk",(0262) 3813813                                 ,Đắk Lắk,Taxi
Sài Gòn Bình Minh - Công Ty Cổ Phần Thương Mại Dịch Vụ Vận Tải Sài Gòn Bình Minh,"73 Rạch Bùng Binh,P. 9, Q. 3, Tp. Hồ Chí Minh (TPHCM)",(028) 38383838                                ,Tp Hcm,Taxi
Taxi Duy Sang-DNTN Duy Sang,"27B Từ Văn Tư, P. Phú Trinh, Tp. Phan Thiết, Bình Thuận",(0252) 3833833                                 ,Bình Thuận,Taxi
Sài Gòn Tourist - Công Ty Cổ Phần Vận Chuyển Hành Khách Sài Gòn Tourist,"99C Phổ Quang, P. 2, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM)",(028) 38464646                                ,Tp Hcm,Taxi
Mai Linh Đắc Lắc - Công Ty Cổ Phần Mai Linh Đắc Lắc,"188 Nguyễn Tất Thành, P. Tân Lập, Tp. Buôn Ma Thuột, Đắk Lắk",(0262) 3819819                                 ,Đắk Lắk,Taxi
Sài Gòn Taxi - Công Ty Cổ Phần Vận Chuyển Hành Khách Sài Gòn Taxi,"59 Nguyễn Thị Thập, P. Tân Phú, Q. 7, Tp. Hồ Chí Minh (TPHCM)",(028) 38232323                                ,Tp Hcm,Taxi
Sơn Dương - Công Ty TNHH Thương Mại Sơn Dương,"21A Nguyễn Văn Cừ, Q. Long Biên, Hà Nội",(024) 38730746                                ,Hà Nội,Taxi
Thủ Đô - Công Ty Cổ Phần Thủ Đô,"1152 Đường Láng, Q. Đống Đa, Hà Nội",(024) 38666666                                ,Hà Nội,Taxi
Hương Nam - Công Ty TNHH Thương Mại Hương Nam,"346 Kim Ngưu, Q. Hai Bà Trưng, Hà Nội",(024) 38627258                                ,Hà Nội,Taxi
Doanh Nghiệp Tư Nhân Rạng Đông,"198 Quốc Lộ 13, P. 26, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 35111111                                ,Tp Hcm,Taxi
Tam Gia - Công Ty TNHH Tam Gia,"28 P. Liên Bảo,Phan Bội Châu, TX. Vĩnh Yên, Vĩnh Phúc",(0211) 3720722                                 ,Vĩnh Phúc,Taxi
Anh Huy - Công Ty TNHH Vận Tải Anh Huy,"34 Phố Ngô Gia Khảm,P. Ngọc Lâm, Q. Long Biên, Hà Nội",(024) 36502202                                ,Hà Nội,Taxi
Mai Linh - Cty Cổ Phần Tập Đoàn Mai Linh Đông Bắc,"370 Trần Khát Chân, Q. Hai Bà Trưng, Hà Nội",(024) 38222555                                ,Hà Nội,Taxi
Doanh Nghiệp Tư Nhân Bình Phương,"13 Lê Thị Trung,P. Phú Lợi, TX. Thủ Dầu Một, Bình Dương",(0274) 3828182                                 ,Bình Dương,Taxi
Nam Việt - Công Ty TNHH Nam Việt,"54 Trần Hưng Đạo, P. 1, Tp. Vũng Tàu, Bà Rịa-Vũng Tàu",(0254) 3838383                                 ,Bà Rịa-Vũng Tàu,Taxi
Taxi Ngọc Trai,"Khu Phố 6, TT. Ma Đa Guôi, H. Đạ Huoai, Lâm Đồng",(0263) 3939495                                 ,Lâm Đồng,Taxi
ánh Dương Việt Nam - Chi Nhánh Công Ty Cổ Phần ánh Dương Việt Nam,"22/10 Khu Phố Đông Nhì, TT. Lái Thiêu, H. Thuận An, Bình Dương",(0274) 3762789                                 ,Bình Dương,Taxi
Taxi Sân Bay-Cty Dịch Vụ Vận Tải Hàng Không Miền Bắc,"20 Ngõ 158,Nguyễn Sơn, Q. Long Biên, Hà Nội",(024) 38733333                                ,Hà Nội,Taxi
Minh Đức - Công Ty Cổ Phần Minh Đức,"162 Nghi Tàm, Q. Tây Hồ, Hà Nội",(024) 37161016                                ,Hà Nội,Taxi
Gia Định Taxi - Công Ty Cổ Phần Vận Tải Hành Khách Gia Định Taxi,"292 Đinh Bộ Lĩnh, P. 26, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 38989898                                ,Tp Hcm,Taxi
Triệu Quốc Đạt - Công Ty TNHH Triệu Quốc Đạt,"11 Ngõ 19,Kim Đồng, Q. Hoàng Mai, Hà Nội",(024) 36645292                                ,Hà Nội,Taxi
Mai Linh Nha Trang - Công Ty Cổ Phần Mai Linh Nha Trang,"Tầng5, 25 Lê Lợi, Tp. Nha Trang, Khánh Hòa",(0258) 3811811                                 ,Khánh Hòa,Taxi
Mai Linh Đồng Nai - Công Ty Cổ Phần Mai Linh Đồng Nai,"3/1 Khu 9, P. An Bình, Tp. Biên Hòa, Đồng Nai",(0251) 8262626                                 ,Đồng Nai,Taxi
Công Ty Cổ Phần Công Nghệ Phần Mềm Tin Học CND,"868 Phú Mỹ, Mỹ Đình, Từ Liêm, Hà Nội",(024) 37689631                                ,Hà Nội,Taxi
Metan - Công Ty TNHH Metan,"16B Nguyễn Trường Tộ, Q. Ba Đình, Hà Nội",(024) 37151369                                ,Hà Nội,Taxi
Deluxe Taxi - Cty Cổ Phần,"233 Lý Thái Tổ, P. 9, Q. 10, Tp. Hồ Chí Minh (TPHCM)",(028) 39272902                                ,Tp Hcm,Taxi
Mai Linh Bình Định - Công Ty Cổ Phần Mai Linh Bình Định,"33A Tây Sơn, P. Quang Trung, Tp. Quy Nhơn, Bình Định",(0256) 3546666                                 ,Bình Định,Taxi
Vân Sơn - Công Ty Cổ Phần Vân Sơn,"A7 Tổ 58, Phường Dịch Vọng Hậu,Q. Cầu Giấy, Hà Nội",(024) 37686990                                ,Hà Nội,Taxi
Thúy Nga - DNTN Dịch Vụ Du Lịch,"60A Đường 3 Tháng 2, P. Hưng Lợi, Q. Ninh Kiều, Tp. Cần Thơ",(0292) 3739739                                 ,Cần Thơ,Taxi
Mai Linh Bình Dương - Công Ty Cổ Phần Mai Linh Bình Dương,"Khu Phố 5,Lê Hồng Phong, P. Phú Hòa, TX. Thủ Dầu Một, Bình Dương",(0274) 3813888                                 ,Bình Dương,Taxi
Mai Linh Phú Yên - Công Ty Cổ Phần Mai Linh Phú Yên,"153 Quốc Lộ 1, Tp. Tuy Hòa, Phú Yên",(0257) 3898989                                 ,Phú Yên,Taxi
Gili Taxi - Công Ty TNHH Gili Taxi,"247 Trương Công Định, P. 3, Tp. Vũng Tàu, Bà Rịa-Vũng Tàu",(0254) 3858585                                 ,Bà Rịa-Vũng Tàu,Taxi
Doanh Nghiệp Tư Nhân Hùng Nhân Thương Mại,"20 Trần Bình Trọng, Tp. Plây Cu, Gia Lai",(0269) 3717171                                 ,Gia Lai,Taxi
Tân Hoàng Minh - Công Ty TNHH Tân Hoàng Minh,"74 Bà Triệu, Q. Hoàn Kiếm, Hà Nội",(024) 38202020                                ,Hà Nội,Taxi
Minh Giang - Công Ty TNHH Thương Mại & Dịch Vu Minh Giang,"899/9B X. Tân Đông Hiệp, H. Dĩ An, Bình Dương",(0274) 3738738                                 ,Bình Dương,Taxi
Thắng Lợi - Công Ty TNHH Nhà Hàng Khách Sạn Thắng Lợi - Trung Tâm Hội Nghị Tiệc Cưới,"210 Thích Quảng Đức, P. Phú Cường, TP. Thủ Dầu Một, Bình Dương",(0274) 3823494                                 ,Bình Dương,Taxi
Xí Nghiệp Nội Bài Vận Tải Ôtô Hàng Không,"Sân Bay Nội Bài, H. Sóc Sơn, Hà Nội",(024) 38865207                                ,Hà Nội,Taxi
Taxi Quy Nhơn-Cty TNHH Thương Mại Hiệp Thành,"275 Nguyễn Thái Học, Tp. Quy Nhơn, Bình Định",(0256) 3815815                                 ,Bình Định,Taxi
Mai Linh Bình Thuận - Công Ty Cổ Phần Mai Linh Bình Thuận,"344-350 Đường 19/4, P. Xuân An,Tp. Phan Thiết, Bình Thuận",(0252) 3898989                                 ,Bình Thuận,Taxi
Công Ty TNHH Mêtal - Việt Nam Taxi,"16B Nguyễn Trường Tộ, Q. Ba Đình, Hà Nội",(024) 35585858                                ,Hà Nội,Taxi
Trí Tín - Công Ty TNHH Trí Tín,"224 Trần Hưng Đạo, P. Quyết Thắng, TX. Kon Tum, Kon Tum",(0260) 3868686                                 ,Kon Tum,Taxi
Vạn Xuân - Công Ty Cổ Phần Vận Tải Vạn Xuân,"60 Trần Nhân Tông, Q. Hai Bà Trưng, Hà Nội",(024) 38222888                                ,Hà Nội,Taxi
Taxi Phương Anh - Công Ty Cổ Phần Taxi Phương Anh,"114 Nguyễn Phong Sắc, P. Dịch Vọng, Q. Cầu Giấy, Hà Nội",(024) 37545874                                ,Hà Nội,Taxi
Doanh Nghiệp Tư Nhân Taxi Đức Linh,"1029 Nguyễn Trãi, P. 14, Q. 5, Tp. Hồ Chí Minh (TPHCM)",(028) 38567567                                ,Tp Hcm,Taxi
Nam Phi Long - Công Ty Cổ Phần Phát Triển Nam Phi Long,"379 Nguyễn Công Trứ, P. Cầu Ông Lãnh, Q. 1, Tp. Hồ Chí Minh (TPHCM)",(028) 39111111                                ,Tp Hcm,Taxi
Ba Sao - Công Ty Cổ Phần Ba Sao,"98 Ngõ 72,Nguyễn Trãi, Q. Thanh Xuân, Hà Nội",(024) 35573904                                ,Hà Nội,Taxi
ABC - Cty Cổ Phần Dịch Vụ Taxi,"614 Lạc Long Quân, Q. Tây Hồ, Hà Nội",(024) 37191194                                ,Hà Nội,Taxi
Thành Hưng - Chi Nhánh Công Ty TNHH Thương Mại Thành Hưng,"73/496E Phan Huy ích, P. 12, Q. Gò Vấp, Tp. Hồ Chí Minh (TPHCM)",(028) 54360360                                ,Tp Hcm,Taxi
Taxi Hoàng Anh-Cty TNHH Vận Tải Hoàng Ngọc,"12 An Dương Vương, Tp. Quy Nhơn, Bình Định",(0256) 3525525                                 ,Bình Định,Taxi
Doanh Nghiệp Tư Nhân Taxi Dân,"81 Trần Cao Vân, P. Lê Lợi, Tp. Quy Nhơn, Bình Định",(0256) 3818881                                 ,Bình Định,Taxi
Hương Lúa - Chi Nhánh Công Ty TNHH Thương Mại Hương Lúa,"19 Triệu Việt Vương, P. An Hải Tây, Q. Sơn Trà, Tp. Đà Nẵng",(0236) 3945135                                 ,Đà Nẵng,Taxi
Taxi Ba Mươi - Công Ty Cổ Phần Vận Tải Hành Khách Taxi Ba Mươi,"31A/1 Hùng Vương, P. 9, Q. 5, Tp. Hồ Chí Minh (TPHCM)",(028) 38303030                                ,Tp Hcm,Taxi
Vạn Xuân - Cty Cổ Phần Vận Tải-Cn,"114 Đường D2-Khu Văn Thánh Bắc, P. 25, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 35222888                                ,Tp Hcm,Taxi
Taxi 52-Cty Phát Triển Đầu Tư & Thương Mại,"4 Ngõ 69,Đặng Văn Ngữ, Q. Đống Đa, Hà Nội",(024) 38525252                                ,Hà Nội,Taxi
Hợp Tác Xã Hồng Phúc Vận Tải,"269 Nguyễn Trãi, P. 2, Q. 5, Tp. Hồ Chí Minh (TPHCM)",(028) 39230230                                ,Tp Hcm,Taxi
Mai Linh Tây Nam Bộ - Cty Cổ Phần Tập Đoàn,"133 Lý Tự Trọng, P. An Phú, Q. Ninh Kiều, Tp. Cần Thơ",(0292) 3753888                                 ,Cần Thơ,Taxi
Công Ty Cổ Phần Thương Mại Vận Tải Quang Hưng,"Số 08, Đường 3/2, P. 8, Tp. Vũng Tàu, Bà Rịa-Vũng Tàu",(0254) 3521851                                 ,Bà Rịa-Vũng Tàu,Taxi
Công Ty Cổ Phần Mai Linh Đông Đô,"Số 47, Đường Kim Đồng, P. Giáp Bát, Q. Hoàng Mai, Hà Nội",(024) 36643131                                ,Hà Nội,Taxi
Công Ty CP DV TM Quốc Tế DHT Việt Nam,"Thôn Giao Tác, xã Liên Hà, H. Đông Anh, Hà Nội",(024) 39986699                                ,Hà Nội,Taxi
Công Ty TNHH Thương Mại & Xuất Nhập Khẩu Bông Sen Vàng,"Nhà Bà Đặng Thị Bé, Thôn Minh Thành, Đông Hà, Đông Hưng, Thái Bình",888920092,Thái Bình,Taxi
Sài Gòn Tourist - Công Ty Cổ Phần Vận Chuyển Sài Gòn Tourist,"25 Pasteur, P. Nguyễn Thái Bình, Q. 1, Tp. Hồ Chí Minh (TPHCM)",(028) 39141889                                ,Tp Hcm,Taxi
Mai Linh Quãng Ngãi - Công Ty Cổ Phần Mai Linh Quãng Ngãi,"124 Đại Lộ Hùng Vương, Tp. Quảng Ngãi, Quảng Ngãi",(0255) 3838383                                 ,Quảng Ngãi,Taxi
Khải Hoàn Môn - Công Ty Cổ Phần Khải Hoàn Môn,"17 Đào Duy Anh, P. 9, Q. Phú Nhuận, Tp. Hồ Chí Minh (TPHCM)",(028) 38454545                                ,Tp Hcm,Taxi
Mai Linh Tam Kỳ - Công Ty TNHH Một Thành Viên Mai Linh Tam Kỳ,"Lô A42,Phan Bội Châu, P. Tân Thạnh, Tp. Tam Kỳ, Quảng Nam",(0235) 3838383                                 ,Quảng Nam,Taxi
Tân Hoàng Minh - Công Ty TNHH Thương Mại Dịch Vụ Khách Sạn Taxi Tân Hoàng Minh,"Kho VK 928, QK 7,Ngô Bệ, P. 13, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM)",(028) 38202020                                ,Tp Hcm,Taxi
Hương Lúa - Công Ty TNHH Thương Mại Hương Lúa,"Minh Khai, Ngõ 349, Q. Hai Bà Trưng, Hà Nội",(024) 38252525                                ,Hà Nội,Taxi
Hợp Tác Xã Đất Thép 5 Vận Tải Du Lịch Taxi,"143 Lê Hồng Phong, P. 3, Q. 5, Tp. Hồ Chí Minh (TPHCM)",(028) 38321321                                ,Tp Hcm,Taxi
Mai Linh Cà Mau - Công Ty Cổ Phần Mai Linh Cà Mau,"11/51 Lý Thường Kiệt, P. 6, Tp. Cà Mau, Cà Mau",(0290) 2222666                                 ,Cà Mau,Taxi
Vistar - Công Ty Cổ Phần Thương Mại & Đầu Tư Vistar,"14 Lô 11A,Trung Yên, Q. Cầu Giấy, Hà Nội",(024) 22262626                                ,Hà Nội,Taxi
Hợp Tác Xã Hoàn Mỹ Vận Chuyển Du Lịch Taxi,"322 Lê Hồng Phong, P. 1, Q. 10, Tp. Hồ Chí Minh (TPHCM)",(028) 38323323                                ,Tp Hcm,Taxi
Mai Linh Đà Lạt - Công Ty Cổ Phần Mai Linh Đà Lạt,"14 Nguyễn Văn Cừ, P. 1, Tp. Đà Lạt, Lâm Đồng",(0263) 3511111                                 ,Lâm Đồng,Taxi
Mai Taxi - Công Ty Cổ Phần Vận Tải Hành Khách Mai Taxi,"43R/38 Hồ Văn Huê, P. 9, Q. Phú Nhuận, Tp. Hồ Chí Minh (TPHCM)",(028) 38222666                                ,Tp Hcm,Taxi
Công Ty TNHH Taxi Gas Sài Gòn-Petrolimex,"178/6 Điện Biên Phủ, P. 21, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 35121212                                ,Tp Hcm,Taxi
Phú - Công Ty TNHH Phú,"26A Đinh Tiên Hoàng, P. 8, TX. Vĩnh Long, Vĩnh Long",(0270) 3836666                                 ,Vĩnh Long,Taxi
Doanh Nghiệp Tư Nhân Chí Thành Thương Mại Dịch Vụ,"11 Mai Xuân Thưởng, P. Trần Hưng Đạo, Tp. Quy Nhơn, Bình Định",(0256) 3827888                                 ,Bình Định,Taxi
Vina Taxi - Công Ty Cổ Phần Vận Tải Hành Khách-Cty CP Mai Linh Vina Taxi,"1026 Tạ Quang Bửu, P. 6, Q. 8, Tp. Hồ Chí Minh (TPHCM)",(028) 38111222                                ,Tp Hcm,Taxi
Comfortdelgro Savico Taxi - Công Ty TNHH Comfortdelgro Savico Taxi,"325 Hồ Văn Huê, P. 2, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM)",(028) 38212121                                ,Tp Hcm,Taxi
