Name,Address,Phone,Province,Service
Công Ty TNHH Thương Mại Ô Tô An Phước,"100 Võ Nguyên Giáp, KP. Tân Cang, P. Phước Tân, TP. Biên Hòa, Đồng Nai",0909771388                              ,Đồng Nai,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Xuất Nhập Khẩu Phân Phối Ô Tô Sài Gòn,"23/80/4A Nguyễn Hữu Tiến, P. Tây Thạnh, Q. Tân Phú, Tp. Hồ Chí Minh (TPHCM)",(028) 22645888                                ,Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Ô Tô Và Thiết Bị Chuyên Dùng Sao Bắc,"Tầng 8, Số 2A, Đại Cồ Việt, P. Lê Đại Hành, Q. Hai Bà Trưng, Hà Nội",0977109594                              ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Sản Xuất Thương Mại Xuất Nhập Khẩu Đông Tây,"1137 QL 1A, KP. 5, P. Tân Tạo, Q. Bình Tân, Tp. Hồ Chí Minh (TPHCM)","(028) 38779123, 0975041074                    ",Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Sài Gòn Ngôi Sao,"510 Quốc Lộ 13, KP. 6, P. Hiệp Bình Phước, TP. Thủ Đức, Tp. Hồ Chí Minh (TPHCM)","(028) 37263023, 0983036221                    ",Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Đại Lý ISUZU Giải Phóng - Công Ty Cổ Phần Vận Tải Thương Mại Và Đầu Tư An Việt,"Km 12+300 QL. 1A, X. Vĩnh Quỳnh, H. Thanh Trì, Hà Nội",0966667534                              ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Ô Tô KCV Thăng Long,"Km 6 Đường Võ Văn Kiệt, X. Nam Hồng, H. Đông Anh, Hà Nội",(024) 39585188                                ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Đầu Tư Phát Triển Thắng Lợi,"Khu 12, P. Kim Đức, Tp. Việt Trì, Phú Thọ",0913007911                              ,Phú Thọ,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Ô Tô Trường Lộc,"37 QL 13, Khu Phố Tây, P. Vĩnh Phú, TP. Thuận An, Bình Dương",(028) 37273427 - 0968 66 1979                 ,Bình Dương,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Thương Mại Đầu Tư Bình Minh,"Tầng 7, Tháp Tây, Tòa Nhà Hancorp Plaza 72 Trần Đăng Ninh, Q. Cầu Giấy, Hà Nội",0982450336                              ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Đầu Tư Thương Mại Và XNK Thăng Long,"Số Nhà 44, Tổ 68, P. Tương Mai, Q. Hoàng Mai, 		 Hà Nội",0973490868	                             ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Xuất Nhập Khẩu Thiết Bị Phụ Tùng Hoàng Mai,"Số 3, Tổ 55, P. Thanh Xuân Trung, Q. Thanh Xuân, Hà Nội",0965982222                              ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Ô Tô Việt - Công Ty Cổ Phần Sài Gòn Chuyên Dùng,"131 QL. 1A, X. Long Hiệp, TT. Bến Lức, Long An",0919696867                              ,Long An,Xe Tải - Kinh Doanh và Phân Phối
Xe Cơ Giới VICOMA - Công Ty Cổ Phần Ô Tô Và Máy Công Trình Vĩnh Hưng,"Đội 7, Yên Xá, X. Tân Triều, H. Thanh Trì, Hà Nội",(024) 66834021                                ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần ÔTô Việt Đông,"Tập Thể Xí Nghiệp Vật Tư Vận Tải Luyên Kim, TT. Yên Viên, H. Gia Lâm, Hà Nội","(024) 39613712, 0965736888                    ",Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Xuất Nhập Khẩu Thương Mại và Dịch Vụ Vĩnh Phúc,"Thôn Mậu Thông, P. Khai Quang, TP. Vĩnh Yên, Vĩnh Phúc",0904585457                              ,Vĩnh Phúc,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Sản Xuất Thương Mại Dịch Vụ Vận Tải Ô Tô Tiến Phát,"1251 QL 1A, P. Thới An, Q. 12, Tp. Hồ Chí Minh (TPHCM)",(028) 62553745                                ,Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Phát Triển Xây Dựng Và Thương Mại DCC,"Số 10, Đường 2A, KCN Biên Hòa II, Tp. Biên Hòa., Đồng Nai Tp. Hồ Chí Minh (TPHCM)",(028) 37273285                                ,Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Đại Lý Xe Tải ISUZU,"M1, Phường Bình Hưng Hòa, Quận Bình Tân, Tp. Hồ Chí Minh (TPHCM)",0918805000                              ,Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Phát Triển Thương Mại Dịch Vụ Và Đầu Tư Thăng Long,"Số 55, Nguyễn Văn Linh, P. Sài Đồng, Q. Long Biên, Hà Nội",(024) 36523321                                ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Xe Cơ Giới VICOMA - Công Ty Cổ Phần Ô Tô Và Máy Công Trình Vĩnh Hưng,"Đội 7, Yên Xá, X. Tân Triều, H. Thanh Trì, Hà Nội",(024) 66834021                                ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Ô Tô Giang Hoài,"Số 20/3 Đại Lộ Bình Dương, KP. Tây, P. Vĩnh Phú, TP. Thuận An, Bình Dương",0902904964                              ,Bình Dương,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Sản Xuất Thương Mại Và Dịch Vụ ÔTô Việt,"170 QL. 1A, P. Tân Thới Nhất, Q. 12 Tp. Hồ Chí Minh (TPHCM)","(028) 62521521, 62504236                      ",Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Ô Tô Tây Đô - Công Ty Cổ Phần Thương Mại Dịch Vụ Ô Tô Tây Đô,"86 Lê Hồng Phong, P. Trà An, Q. Bình Thủy, TP. Cần Thơ",(0292) 6251706                                 ,TP. Cần Thơ,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Thế Giới Xe Tải,"Số 62 Tân Thới Hiệp 07, KP. 3, P. Tân Thới Hiệp, Q. 12, TP. HCM",0902888444                              ,TP. HCM,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Ô Tô Tata - Chi Nhánh TP. HCM,"1456 QL 1A, P. Thới An, Q. 12, Tp. Hồ Chí Minh (TPHCM)",0964354377                              ,Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Ô Tô Hải Âu - Công Ty TNHH Ô Tô Hải Âu,"Tầng 5, Tháp Tây, Toà Nhà Hancorp, 72 Trần Đăng Ninh, Q. Cầu Giấy, Hà Nội",(024) 35372816                                ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Tín Hưng Thịnh Auto,"Tổng Kho Sacombank, Đường số 10, KCN Sóng Thần, Dĩ An, Bình Dương",(028) 39585888                                ,Bình Dương,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Thiết Bị Vật Tư Minh Hải,"55 Đường Nguyễn Văn Linh, Q. Long Biên, Hà Nội",(024) 32127777                                ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Trường Vinh Hi - Nô,"Số 513, Xa lộ Hà Nội, KP. 1, P. Long Bình, TP. Biên Hòa, Đồng Nai",(0251) 3893601                                 ,Đồng Nai,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Ô Tô Hyundai Ngôi Sao,"184C/1 Đường DT743, Khu phố 1A, Phường An Phú, Tp. Thuận An, Bình Dương",0901901998                              ,Bình Dương,Xe Tải - Kinh Doanh và Phân Phối
Công Ty XNK Ô Tô Miền Nam Đông Dương,"138 QL1A Tam Bình, Q. Thủ Đức, Tp. Hồ Chí Minh (TPHCM)",0929235352                              ,Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Lexim,"Lô A18-2, KCN Hà Nội - Đài Tư, Số 386 Nguyễn Văn Linh, P. Sài Đồng, Q. Long Biên, Hà Nội",(024) 38759998                                ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Nhân Lực,"147 Qu&#7889c lộ 1a, Phường An Phú Đông, Q.12, Tp. Hồ Chí Minh (TPHCM)",0962101690                              ,Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Xuất Nhập Khẩu Ô Tô Hà Thành,"3-5 Nguyễn Văn Linh, P. Gia Thụy, Q. Long Biên, Hà Nội",0964432662                              ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Ô Tô Hợp Nhất Miền Nam,"918 Quốc Lộ 13, P. Hiệp Bình Phước, TP. Thủ Đức, Tp. Hồ Chí Minh (TPHCM)",0931597898                              ,Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Auto Hyundai MPC Miền Đông,"44C Xa Lộ Hà Nội, P. Bình Thắng, TX. Dĩ An, Bình Dương",0918977688                              ,Bình Dương,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Ô Tô Trường Thành,"Quốc Lộ 3, Thôn Du Nội, X. Mai Lâm, H. Đông Anh, Hà Nội",(024) 36500478                                ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Ô Tô Đạt Tấn Phát - Công Ty TNHH Dịch Vụ Thương Mại Ô Tô Đạt Tấn Phát,"Số 795, KP. 4, Xa Lộ Hà Nội, P. Long Bình, TP. Biên Hòa, Đồng Nai",0937622860                              ,Đồng Nai,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Trách Nhiệm Hữu Hạn Ô Tô Hyundai Miền Nam,"Số 88,  QL 1A, P. An Phú Đông, Q. 12, Tp. Hồ Chí Minh (TPHCM)","(028) 37171798, 0797949686                    ",Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Thương Mại Tân á Hoàn Mỹ,"198/71, QL. 3, P. 1, Q. Gò Vấp, Tp. Hồ Chí Minh (TPHCM)",(028) 8959955                                 ,Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Ô Tô JAC Việt Nam - Công Ty Cổ Phần Ô Tô JAC Việt Nam,"79/4 KP Trung, P. Vĩnh Phú, TP. Thuận An, Bình Dương",0949666832                              ,Bình Dương,Xe Tải - Kinh Doanh và Phân Phối
Ô tô Suzuki Trọng Thiện - Công Ty TNHH Trọng Thiện,"KĐT Mới, P. Sở Dầu, Q. Hồng Bàng, Tp. Hải Phòng",0911959289                              ,Hải Phòng,Xe Tải - Kinh Doanh và Phân Phối
Xe Nâng Văn Nghĩa - Công Ty TNHH MTV Xe Ô Tô Văn Nghĩa,"Số 103, Ấp Thanh Hóa, Xã Hố Nai 3, Huyện Trảng Bom, Đồng Nai",Hotline: 0905.845.008                   ,Đồng Nai,Xe Tải - Kinh Doanh và Phân Phối
Ô Tô Shineray Việt Nam - Công Ty TNHH Ô Tô Shineray Việt Nam,"KCN Đại Đồng,  Hoàn Sơn, X. Hoàn Sơn, H. Tiên Du, Bắc Ninh",(0222) 3847833                                 ,Bắc Ninh,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH XNK Ô Tô SINOTRUK Miền Nam,"187/7 Điện Biên Phủ, Phường Đa kao, Quận 1, Tp. Hồ Chí Minh (TPHCM)",0902512562                              ,Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Ô Tô Và Thiết Bị Chuyên Dùng Sao Bắc,"km16+500, Quốc Lộ 5, TT. Như Quỳnh, H. Văn Lâm, Hưng Yên",0978417667                              ,Hưng Yên,Xe Tải - Kinh Doanh và Phân Phối
Ô Tô Đại Lợi - Công Ty TNHH Kính  Ô Tô Đại Lợi,"Lô 5, QL. 10, P. Lộc Vượng, TP. Nam Định, Nam Định",(0228) 3682165                                 ,Nam Định,Xe Tải - Kinh Doanh và Phân Phối
Chi Nhánh An Lạc Công Ty Cổ Phần Ô Tô Trường Hải (Tỉnh Đồng Nai),"36C11 ấp 3,Quốc Lộ 1A, X. Tân Kiên, H. Bình Chánh, Tp. Hồ Chí Minh (TPHCM)",(028) 37561241                                ,Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Ô Tô Hồng Sơn Star Đà Nẵng - Công Ty TNHH Ô Tô Hồng Sơn Star Đà Nẵng,"Quốc Lộ 1 A, X. Hòa Phước, H. Hòa Vang, Tp. Đà Nẵng",(0236) 3687878                                 ,Đà Nẵng,Xe Tải - Kinh Doanh và Phân Phối
Tổng Công Ty Nhập Khẩu Xe Tải Trường Long,"1143/3B QL 1A, KP. 3, P. An Phú Đông, Q. 12, Tp. Hồ Chí Minh (TPHCM)",(028) 54433199                                ,Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Ô Tô Hiền Nhung,"Thôn 1, X. Yên Kiện, H. Đoan Hùng, Phú Thọ",(0210) 3642888                                 ,Phú Thọ,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Ô Tô Nam Long,"TT Như Quỳnh, H. Văn Lâm, Hưng Yên",0984549446                              ,Hưng Yên,Xe Tải - Kinh Doanh và Phân Phối
Chi Nhánh Hà Đông - Công Ty Cổ Phần Ô Tô Trường Hải,"Thôn Yên Phúc, P. Biên Giang, Q. Hà Đông, Hà Nội",033716736                               ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Hyundai Thủ Đô - Công Ty Cổ Phần Đầu Tư Liên Doanh Quốc Tế Ami,"Tầng 4 Tòa Nhà MIE Bộ Công Thương, 7A Mạc Thị Bưởi, P. Vĩnh Tuy, Q. Hai Bà Trưng, Hà Nội",(024) 38332626                                ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Trung Tâm Ô Tô Tải & Bus Thaco Trọng Thiện Hải Phòng - Công Ty TNHH Trọng Thiện,"Km27, QL10, Thôn 6, X. Bắc Sơn, H. An Dương, Tp. Hải Phòng",0911113394                              ,Hải Phòng,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Cơ Khí Và Xây Dựng Giao Thông Vận Tải,"Phòng 201, N1, Trường Đại Học Giao Thông Vận Tải, Số 3 Cầu Giấy, Hà Nội","(024) 32115571, 0983004689                    ",Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Đệ Nhất Ô Tô,"2454 QL 1A, P. An Phú Đông, Q. 12, Tp. Hồ Chí Minh (TPHCM)",0944906111                              ,Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Xuất Nhập Khẩu Thiết Bị Phụ Tùng Hoàng Mai,"Số 3, Tổ 55, P. Thanh Xuân Trung, Q. Thanh Xuân, Hà Nội",0965982222                              ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Xuất Nhập Khẩu Thiết Bị Phụ Tùng Hoàng Mai,"Số 3, Tổ 55, P. Thanh Xuân Trung, Q. Thanh Xuân, Hà Nội",0965982222                              ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần XNK Ô Tô Thành Đô,"KCN B&#7855c Thăng Long, Đường Hoàng Sa, X. Kim Chung, H. Đông Anh, Hà Nội",0904891238                              ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Cơ Khí Và Xây Dựng Giao Thông Vận Tải,"Phòng 201, N1, Trường Đại Học Giao Thông Vận Tải, Số 3 Cầu Giấy, Hà Nội","(024) 32115571, 0983004689                    ",Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Trung Tâm Ô Tô Tải & Bus Thaco Trọng Thiện Hải Phòng - Công Ty TNHH Trọng Thiện,"Km27, QL10, Thôn 6, X. Bắc Sơn, H. An Dương, Tp. Hải Phòng",0911113394                              ,Hải Phòng,Xe Tải - Kinh Doanh và Phân Phối
Chi Nhánh An Lạc Công Ty Cổ Phần Ô Tô Trường Hải (Tỉnh Đồng Nai),"36C11 ấp 3,Quốc Lộ 1A, X. Tân Kiên, H. Bình Chánh, Tp. Hồ Chí Minh (TPHCM)",(028) 37561241                                ,Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần Tân Thành Đô City Ford,"216-218 QL 13, P. Hiệp Bình Chánh, Q. Thủ Đức, Tp. Hồ Chí Minh (TPHCM)","(028) 66803257, 37262626,                     ",Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Công Ty CP Ô Tô Sài Gòn Tây Ninh,"Số 96 QL. 22B, Khu Phố Hiệp Hòa, P. Hiệp Tân, TX. Hoà Thành, Tây Ninh",0932208208                              ,Tây Ninh,Xe Tải - Kinh Doanh và Phân Phối
Ô Tô Việt Đăng - Công Ty TNHH Thương Mại Cơ Khí Ô Tô Việt Đăng,"Km 2, Đường Phan Trọng Tuệ, H. Thanh Trì, Hà Nội",0902113929                              ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Đệ Nhất Ô Tô,"2454 QL 1A, P. An Phú Đông, Q. 12, Tp. Hồ Chí Minh (TPHCM)",0944906111                              ,Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Trường Vinh Hi - Nô,"Số 513, Xa lộ Hà Nội, KP. 1, P. Long Bình, TP. Biên Hòa, Đồng Nai",(0251) 3893601                                 ,Đồng Nai,Xe Tải - Kinh Doanh và Phân Phối
Ô Tô JAC Việt Nam - Công Ty Cổ Phần Ô Tô JAC Việt Nam,"79/4 KP Trung, P. Vĩnh Phú, TP. Thuận An, Bình Dương",0949666832                              ,Bình Dương,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Tín Hưng Thịnh Auto,"Tổng Kho Sacombank, Đường số 10, KCN Sóng Thần, Dĩ An, Bình Dương",(028) 39585888                                ,Bình Dương,Xe Tải - Kinh Doanh và Phân Phối
Công Ty XNK Ô Tô Miền Nam Đông Dương,"138 QL1A Tam Bình, Q. Thủ Đức, Tp. Hồ Chí Minh (TPHCM)",0929235352                              ,Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần XNK Phụ Tùng Ô Tô Tải Và Xe Chuyên Dụng Việt Trung,"Phòng 1214, Tòa K4, KĐT Việt Hưng, Q. Long Biên, Hà Nội",(024) 62542932                                ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công ty TNHH Phát Triển Xây Dựng và Thương Mại,"Số 10, Đường 2A, KCN Biên Hoà 2, P. Long Bình Tân, TP. Biên Hoà, Đồng Nai",0967779886                              ,Đồng Nai,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Trách Nhiệm Hữu Hạn Ô Tô Hyundai Miền Nam,"Số 88,  QL 1A, P. An Phú Đông, Q. 12, Tp. Hồ Chí Minh (TPHCM)","(028) 37171798, 0797949686                    ",Tp Hcm,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Thương Mại Đầu Tư Bình Minh,"Tầng 7, Tháp Tây, Tòa Nhà Hancorp Plaza 72 Trần Đăng Ninh, Q. Cầu Giấy, Hà Nội",0982450336                              ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty Cổ Phần An Thái Coneco,"58 Đường Thiên Đức,TT. Yên Viên, H. Gia Lâm, Hà Nội",(024) 38780015                                ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
Công Ty TNHH Đầu Tư Thương Mại Và XNK Thăng Long,"Số Nhà 44, Tổ 68, P. Tương Mai, Q. Hoàng Mai, 		 Hà Nội",0973490868	                             ,Hà Nội,Xe Tải - Kinh Doanh và Phân Phối
